tokens,labels
"['think', 'michael', 'jackson', 'murdered', 'not', 'conrad', 'murray', 'aided', 'abetted', 'think', 'someone', 'else', 'house', 'morning']",neu
"['gop is', 'greatest', 'crime', 'boehner', 'proposes', 'obama', 'speech', 'night', 'nfl', 'opening', 'night', '...']",neg
"['eh', 'em', '...', 'attention', 'true', 'blood', 'tonight', 'oh', 'yeah', 'sink', 'ur', 'teeth', 'lol']",pos
"['today', 'rare', 'day', 'democrat', 'will', 'get', 'healthier', 'club', 'growth', 'scorecard', 'republican']",pos
"['o', 'inbetweeners', 'movie', 'week', 'today', 'aaaahhhh', 'might', 'wear', 'wellies', 'cinema', 'cause', 'i will', 'knee', 'deep', 'clunge', ';)']",pos
"['mta', 'will', 'mondawmin', 'metro', 'station', 'pm', 'today', 'celebrate', 'baltimore', 'grand', 'prix', 'we will', 'race', 'car', 'see']",pos
"['finally', 'wrapped', 'shooting', 'vega', 'time', 'good', 'night', 'town', 'happy']",pos
"['today is', '#triviathrusday', 'first', 'did not', 'look', '...', 'does not', 'know', 'steve', 'job', 'worked', 'atari']",neu
"['little', 'trip', 'old', 'town', 'albuquerque', 'easily', 'mexico', 'spain', 'vega', 'get', 'monday', 'morning']",neu
"['i am', 'going', 'big', 'brother is', 'bit', 'side', 'next', 'tuesday', 'thought', 'appreciate', 'haha', 'happy']",pos
"['wanna', 'go', 'see', 'inbetweeners', 'next', 'wednesday']",neu
"['will', 'cal', 'earthquake', 'hit', 'already', 'does not', 'hit', 'summerslam', 'next', 'week', 'monday', 'night', 'raw', '#earthquake']",neu
"['usa', 'golf', 'today', 'bob', 'ryan', 'tiger', 'now', 'jag', 'just', 'another', 'guy', '):', 'bob', 'ryan', 'boston', 'globe', 'called', 'tiger', 'wood', '...']",neg
"['first', 'today', '...', 'taking', 'brood', 'see', 'rise', 'planet', 'ape', 'might', 'sneak', 'dog', '...']",neu
"['great', 'question', 'ask', 'today', 'last', 'day', 'life', 'want', 'today', 'steve', 'job']",neu
"['f-train', 'messed', 'today', 'york', 'carroll', 'st', '...', 'what is', 'going', 'mta', 'get', 'together']",neg
"['august', 'ima', 'play', 'lil', 'wayne', 'tie', 'hand', 'ima', 'play', 'time', 'ima', 'download', 'tha', 'carter', 'iv', '#respect']",neu
"['nip', 'slip', 'happened', 'yesterday', 'good', 'morning', 'america', '...', 'nicki', 'minaj', 'not', 'happy', 'abc', '...']",neg
"['increase', 'window', 'performance', 'easy', 'step', '...', 'complete', 'window', 'may', 'find', 'you are', 'lacking', 'po', '...']",neu
"['gartner', 'window', 'percent', 'new', 'pc', 'steven', 'mostyn', 'aug', 'google', 'may', 'one', 'day', 'seek', 'sh', '...']",neu
"['enough', 'muslim', 'country', 'lobbying', 'u', 'today', 'i am', 'watching', 'twilight', 'saga', 'eclipse', 'better', 'understand', 'girl']",neu
"['final', 'destination', 'open', 'friday', 'well', 'they will', 'film', 'it is', 'really', 'like', 'qualifying', 'heat', 'destination']",neu
"['real', 'madrid', '#takingittothehouse', 'tonight']",neu
"['want', 'go', 'see', 'final', 'destination', 'friday']",neu
"['rt', 'hope', 'notre', 'dame', 'win', 'tonight', 'steelers', 'win', 'tomorrow']",pos
"['rt', 'kung', 'fu', 'panda', 'indonesian', 'subtitle', 'tentatively', 'scheduled', 'open', 'tues', 'august', 'isk', '#fb']",neu
"['true', 'although', 'they have', 'taken', 'wednesday', 'repeat', 'big', 'brother', ':-/']",neu
"['sonny', 'bill', 'williams', 'named', 'first', 'xv', 'face', 'tonga', 'friday', 'man', 'one', 'watch', 'isreal', 'dagg']",pos
"['good', 'night', 'michael', 'jackson', 'love', 'see', 'dream']",pos
"['starting', 'season', 'son', 'anarchy', 'watched', 'season', 'last', 'couple', 'week', '. .', 'i am', 'seriously', 'hooked']",pos
"['really', 'debate', 'twilight', 'last', 'night', 'team', 'edward']",neg
"['tiger', 'wood', 'former', 'caddie', 'steve', 'williams', 'made', 'work', 'adam', 'scott', 'today', 'tiger', 'wood', 'new', 'caddie', 'made', '#golf']",neu
"['fabregas', 'doesnt', 'goto', 'barcelona', 'season', 'may', 'never', 'make', 'dream', 'switch', 'alcantra', 'already', 'starting', 'seal', 'position', '#epl']",neg
"['rt', 'rt', 'golf', 'ball', 'pelosi is', 'face', 'allegedly', 'distributed', 'boehner', 'fundraiser', 'today', 'http', ':/', '...']",neu
"['watching', 'vampire', 'diary', 'beginning', 'classic', 'saturday', 'night', ':d', 'happy', 'lolz']",pos
"['final', 'destination', 'august', 'death', 'we have', 'missed']",pos
"['htc', 'announces', 'two', 'new', 'smartphones', 'radar', 'titan', 'htc', 'announced', 'two', 'new', 'window', 'smartphones', 'today', '...']",neu
"['good', 'luck', 'tonight', 'teen', 'choice', 'award', 'happy', 'know', 'twilight', 'gonna', 'take', 'ill', 'b', 'watching', 'xoxo']",pos
"['hide', 'country', 'club', 'u', 'want', 'boehner', 'reverserobocall.com', 'launching', 'soon', 'i am', 'one', 'line', 'join', '#launch']",pos
"['dr', 'conrad', 'murray', 'take', 'stand', 'michael', 'jackson', 'murder', 'trial', 'jury', 'selection', 'begin', 'thursday', '...']",neu
"['rt', 'saw', 'kayvan', 'novak', 'tonight', 'aka', 'phonejacker', 'aka', 'guy', 'film', 'four', 'lion', 'thing', 'said', 'rubber', '...']",neu
"['awesome', 'time', '#sckcs', 'now', 'it is', 'work', 'saturday', 'nite', 'vega', 'fun']",pos
"['medium', 'going', 'mad', 'anderson', 'silva', 'rio', 'wednesday', 'saturday', 'gonna', 'epic']",pos
"['going', 'see', 'rise', 'planet', 'ape', 'next', 'sunday', 'first', 'appears', 'im', 'going', 'shout', 'draco', 'malfoy', ':d', 'x']",pos
"['glad', 'twilight', 'night', 'success', 'i will', 'make', 'next', 'one', 'sorry', 'lame-o']",pos
"['girl', 'singing', 'national', 'anthem', 'tonight', 'boise', 'state', 'student', 'gave', 'go', 'duck', 'went', 'did not', 'seem', 'faze']",pos
"['dbj', 'tech', 'watch', 'monday', 'news', 'facebook', 'google', 'microsoft', 'centurylink', 'welcome', 'denver', '...']",neu
"['almost', 'japan', 'now', '..', 'heheh', '..', 'good', 'morning']",pos
"['good', 'football', 'practice', 'today', 'one', 'day', 'away', 'saint', 'game', 'week', 'away', 'anderson', 'silva', 'fight', 'rio', 'can not', 'wait']",pos
"['yeah', 'imma', 'vega', 'just', 'want', 'dinner', 'dallas', 'friend']",neu
"['nicki', 'miinaj', 'talk', 'robin', 'robert', 'good', 'morning', 'america', 'nicki', 'minaj', 'performed', 'good', 'morning', 'america', '...']",neu
"['rt', 'called', 'boise', 'state', 'tried', 'get', 'schedule', 'north', 'carolina', 'monday', 'night', 'did not', 'mickey', 'matthe', '...']",neu
"['random', 'rant', 'night', 'lady', 'gaga', 'considered', 'fashion', 'icon', 'right', 'mind', 'considers', 'fashion', 'dress', 'trash']",neg
"['rt', 'good', 'morning', 'world', '...', 'i am', 'pleased', 'inform', 'carter', 'iv', 'will', 'not', 'like', 'watch', 'throne', '..']",pos
"['do not', 'will not', 'respect', 'rt', 'boehner', 'asks', 'obama', 'move', 'speech', 'thursday']",neg
"['might', 'make', 'final', 'destination', 'move', 'friday', '...']",neu
"['know', 'one', 'thing', 'can', 'tomorrow', '..', 'write', 'blog', 'post', 'newly', 'discovered', 'love', 'vampire', 'diary']",pos
"['quoted', 'nicki', 'minaj', 'tonight', 'i am', 'sorry', 'know', 'god', 'will', 'forgive']",pos
"['tonga', 'will', 'perform', 'first', 'haka', 'eden', 'park', 'friday', 'black', 'can', 'choose', 'haka', 'simultaneously', 'tonga', 'finish']",neu
"['have not', 'talked', 'since', 'july', 'th', 'can', 'say', 'like', 'beyonce is', 'new', 'cd', 'gtfo']",neg
"['droid', 'bionic', 'confirmed', 'september', 'united', 'state', 'eye', 'east', 'cost', 'last', 'nig', '...']",neu
"['charlie', 'sheen is', 'winning', 'way', 'get', 'roasted', 'tv', 'los', 'angeles', 'reuters', 'may', 'looked', 'like', '...']",neu
"['nokia', 'will', 'not', 'launch', 'united', 'state', 'nokia', 'confirmed', 'tuesday', 'flagship', 'meego-powered', 'sma', '...']",neu
"['dr', 'conrad', 'murray', 'take', 'stand', 'michael', 'jackson', 'murder', 'trial', 'jury', 'selection', 'begin', 'thursday', '...']",neu
"['celebrity', 'juice', 'tonight', 'itv', 'hurrraaaaah', 'back', 'school', 'special', 'who is', 'featuring', 'wait', 'much', 'ooosh']",pos
"['mta', 'pretty', 'embarrassed', 'tonight']",neg
"['coming', 'home', 'tonight', 'saw', 'support', 'italy', 'rugby', 'world', 'cup', 'hair', 'salon', 'newmarket', 'ha', 'come', '...']",neu
"['can not', 'wait', 'see', 'anderson', 'silva', 'fight', 'saturday', 'woop', 'woop']",pos
"['raider', 'need', 'represent', 'tonight']",pos
"['brilliant', 'drew', 'westen', 'offer', 'great', 'critique', 'obama', 'presidency']",pos
"['today is', 'news', 'democrat', 'offer', 'republican', 'everything', 'asked', 'republican', 'demand', 'not', 'hard', 'understand', 'r is', 'want', 'shutdown']",neu
"['rt', 'just', 'realized', 'teen', 'choice', 'award', 'tonight', '=)', 'hope', 'rob', 'kristen', 'anything', 'twilight', 'related', 'win']",pos
"['rt', 'gavin', 'henson', 'look', 'set', 'miss', 'rugby', 'world', 'cup', 'dislocating', 'bone', 'right', 'wrist', 'yesterday']",neg
"['asiikk', ':d', 'rt', 'kung', 'fu', 'panda', 'indonesian', 'subtitle', 'tentatively', 'scheduled', 'open', 'tues', 'august', 'isk']",neu
"['rt', 'rt', 'photo', 'mr', 'jackson', 'rathbone', 'aka', 'jasper', 'twilight', 'looking', 'mighty', 'fine', 'tonight', '...']",pos
"['ru', 'showing', 'black', 'v', 'tonga', 'game', 'friday', 'nite', 'sound', 'definitely', 'not', 'showing', 'league', 'right']",neg
"['nicki', 'minaj', 'flash', 'nipple', 'good', 'morning', 'america', 'youlve', 'gotta', 'see', 'afghan', 'say']",pos
"['good', 'morning', 'need', 'google', 'invite', '#plusinvites', 'love', 'see', '#gtchat', 'folk']",pos
"['saturday', 'picnic', 'park', 'thrown', 'around', 'moshpit', 'datsuns', 'london', 'burning', 'balance', 'thing']",neu
"['criticism', 'rick', 'perry', 'ridiculous', 'choice', 'obama is', 'hip-hop', 'barbecue', 'two', 'day', 'ago', 'perry', 'praying', 'president', 'today']",neg
"['vega', 'come', 'yeah', 'watch', 'la', 'vega', 'bring', 'back', 'brown', 'sd', 'taking', 'la', 'vega', 'next', 'week', 'tomorrow']",pos
"['re', 'heck', 'obama', 'year', 'democrat', 'controlled', 'everything']",neg
"['like', 'chris', 'brown', 'feb', 'rt', ""y'all"", 'treat', 'like', 'elvis', 'presley', 's']",neu
"['kim', 'coates', 'awesome', '#entourage', 'tonight', 'although', 'make', 'really', 'miss', 'son', 'anarchy', 'can not', 'wait', '#samcro']",pos
"['nice', 'disagreement', 'course', 'sat', 'boehner', 'thi']",pos
"['rt', 'lokomotiv', 'yaroslavl', 'plane', 'crashed', 'russia', 'this.morning', 'pavol', 'demitra', 'likely', 'flight', '#canuc', '...']",neu
"['rt', 'football', 'season', 'preview', 'show', 'start', 'airing', 'tonight', 'mtn', '..', 'half-hour', 'program', '..', 'latest', 'boise', 'state', '...']",neu
"['omg', 'can not', 'wait', 'see', 'beyonce', 'gonna', 'vma is', 'sunday', 'august']",pos
"['i am', 'stuck', 'london', '...', 'sad', 'do not', 'wanna', 'spend', 'night', 'mcdonald is']",neg
"['im', 'getting', 'horny', 'hey', 'reminds', 'yet', 'new', 'two', 'half', 'men', 'roast', 'charlie', 'sheen']",pos
"['usa', 'eagle', 'take', 'canada', 'tonight', 'est', 'warm-up', 'rugby', 'world', 'cup', 'direct', 'tv', '...']",neu
"['want', 'window', 'tablet', 'birthday', '...', 'window', 'beta', 'may', 'land', 'month', '...', 'maybe']",neu
"['april', 'fool is', 'day', 'real', 'madrid', 'sign', 'year-old', 'argentine', 'prospect', 'leo', 'espn']",neg
"['know', 'pretty', 'funny', 'nz', 'lost', 'first', 'game', 'tonga', 'tomorrow', 'lol']",pos
"['rt', 'does not', 'obama', 'just', 'sign', 'executive', 'order', 'declares', 'u', 's', 'aaa', 'rating', 'mean', 'c amon']",neu
"['true', 'blood', 'tonight', 'always', 'best', 'night', 'week']",pos
"['steelers', 'fan', 'awesome', 'just', 'i am', 'making', 'mission', 'piss', 'brown is', 'fan', 'today', 'hehe', '#inspiration']",pos
"['good', 'morning', 'definitely', 'time', 'new', 'phone', 'alarm', 'clock', 'ringer', 'isnt', 'going', 'anymore', 'tryin', 'wait', 'steve', 'job', 'make', 'move']",pos
"['tuesday', 'september', 'return', 'best', 'show', 'ever', 'son', 'anarchy', 'hell', 'yeahhhh', '#soa']",pos
"['summerslam', 'preview', 'coming', 'fri', 'announced', 'match', 'even', 'tho', 'will', 'odd', 'will', 'make', 'brief', 'preview']",neu
"['fun', 'night', 'tonight', 'vampire', 'diary', 'great', 'teen', 'choice', 'award', 'winner']",pos
"['every', 'time', 'do not', 'anything', 'i will', 'watch', 'show', 'stopped', 'halfway', 'lol', 'it is', 'teen', 'top is', 'mta', 'today', ':p']",pos
"['fun', 'date', 'night', 'girl', 'home', 'early', 'ice', 'aching', 'body', 'wish', 'netflix', 'right', 'now', '...']",pos
"['rt', 'true', 'mta', 'will', 'not', 'running', 'saturday', 'due', 'hurricane']",neg
"['rt', 'real', 'sign', 'neymar', 'december', 'report', 'bangkok', 'post', 'real', 'madrid', 'reached', 'deal', 'santos', 'sign', 'gift', '...', 'h', '...']",neu
"['ritchie', 'becomes', 'father', 'time', 'madonna', 'busy', 'promoting', 'upcoming', 'movie', 'w', 'e', 'venic', '...']",neu
"['gym', 'workout', 'starting', 'beyonce', 'katy', 'kylie', 'finally', 'bruno', 'great', 'start', 'morning']",pos
"['knw', 'ish', '...', 'kev', 'hart', 'voice', '...', 'lol', 'happy', 'sunday', 'rt', 'lol', ':-p', 'rt', 'kevin', 'hart', 'make', 'u', '...']",pos
"['rt', 'pavol', 'demitra is', 'agent', 'confirms', 'ex', 'canuck', 'one', 'killed', 'plane', 'crash', 'today', 'russia', 'sad', '...', '. ...']",neg
"['haha', 'bad', 'night', 'barcelona', 'bucket', 'o', 'chund']",neg
"['will', 'tenaction', 'broadcast', 'spanish', 'super', 'cup', 'real', 'madrid', 'v', 'barcelon', 'august']",neu
"['hooked', 'son', 'anarchy', 'thanks', 'good', 'stop', 'watching', 'day', 'viewing', 'today']",pos
"['democrat', 'defeat', 'republican', 'congressional', 'baseball', 'game', 'tonight']",neu
"['rt', 'boehner', 'proposes', 'obama', 'speech', 'night', 'nfl', 'opening', 'night', '...']",neu
"['cena', 'win', 'undisputed', 'wwe', 'championship', 'match', 'summerslam', 'sun', 'riot', 'likely', 'take', 'place']",neg
"['nokia', 'blackberry', 'bold', 'touch', 'clear', 'fcc', 'nokia', 'may', 'remember', 'showed', 'bizarre', 'twist', 'comp', '...']",neu
"['hope', 'u', 'great', 'show', 'tonight', 'chi', 'girl', 'excited', 'see', 'london', 'tomorrow']",pos
"['inbetweeners', 'movie', 'coming', 'cinema', 'ireland', 'august', 'never', 'wanted', 'see', 'movie', 'bad', '#shouldbegood', ';)']",pos
"['check', 'video', 'obama', 'sarkozy', 'cameron', 'many', 'child', 'kill', 'night', 'via']",neg
"['#inappropriatefuneralsongs', 'thriller', 'michael', 'jackson', 'dancing', 'may', 'great', 'kill', 'zombie', 'grandma', 'wont', 'great']",neu
"['im', 'zan', 'lean', 'nun', 'irene', 'today', 'band', 'camp', 'jus', 'laugh', 'poo', 'as', 'freshman', 'snare', 'drummer']",neg
"['rt', 'went', 'see', 'kevin', 'hart', 'still', 'can not', 'wait', 'go', 'see', 'movie']",pos
"['russian', 'air', 'crash', 'kill', 'almost', 'khl', 'team', 'pavol', 'demitra', 'karlis', 'skrastins', 'ruslan', 'salei', 'brad', 'mccrimmon', 'among', 'dead', 'may', '#rip']",neg
"['just', 'found', 'barcelona', 'real', 'madrid', 'playing', 'sunday', '...', 'need', 'sleeping', 'pill', '...']",neu
"['inbetweeners', 'movie', 'next', 'wednesday', 'going', 'm', 'showing', 'cineworld', 'town', 'everyone', 'book', 'tix', 'happy']",neu
"['one', 'night', 'elvis', 'presley']",pos
"['deus', 'ex', 'human', 'revolution', 'game', 'series', '#deusex']",neu
"['compare', 'anderson', 'silva', 'also', 'won', 'bonus', 'made', 'lytle', 'get', 'bonus', 'tonight', 'biggest', 'one']",neu
"['amazing', 'beautiful', 'lady', 'gaga', 'show', 'ac', 'tonight', 'love', 'girl', 'britney']",pos
"['do not', 'know', 'wear', 'tomorrow', 'definitely', 'believe', 'work', 'lady', 'gaga', 'team']",neu
"['cabana', 'friday', '...', 'might', 'find', 'marissa', 'irene', 'rachetts', 'trying', 'get', 'nigga', 'bottle', 'service', '#hoes']",neu
"['ufc', 'sunday', 'anderson', 'silva', 'v', 'yushin', 'okami', 'do not', 'miss', 'sport', 'bar', 'live']",pos
"['rt', 'going', 'woman', 'hour', 'tomorrow', 'whats', 'pj', 'harvey']",neu
"['rt', 'michael', 'jackson', 'remembering', 'june', '#onlymjfansunderstand', 'love', 'michael', 'jackson']",neu
"['it is', 'pj', 'harvey', 'queen', 'stone', 'age', 'today', '#nowplaying']",neu
"['rt', 'apparently', '#vmas', 'tonight', 'refuse', 'support', 'anything', 'helped', 'jersey', 'shore', 'cast', 'flee', 'hurricane']",neg
"['feel', 'like', 'kid', 'xmas', 'wait', 'get', 'onert', 'case', 'missed', '...', 'nokia', 'release', 'date']",pos
"['rt', 'can', 'watch', 'movie', 'four', 'lion', 'channel', 'uk', 'next', 'sunday', 'see', 'get', 'joke', '...']",neu
"['good', 'fight', 'tonight', 'i am', 'glad', 'one', 'one', 'day', 'closer', 'seeing', 'anderson', 'silva', 'clown', 'massive', 'asian', 'man', '#spidersense']",pos
"['oh', 'oh', 'oh', 'just', 'realised', 'it is', 'wedding', 'row', 'pj', 'harvey', 'sunday']",neu
"['final', 'destination', 'coming', 'soon', 'never', 'thought', 'they would', 'make', 'one', '#youcantcheatdeath']",neu
"['#jerzday', 'tonight', 'first', 'episode', 'jersey', 'shore', 'season', 'premiere', 'tonight', "":')""]",pos
"['dang', 'forrest', 'did not', 'get', 'done', ':/', 'last', 'american', 'hope', 'tonight', 'oh', 'well', '...', 'now', 'main', 'event', 'anderson', 'silva', 'v', 'yushin', 'okami']",neg
"['drove', 'bike', 'today', 'mile', 'felt', 'like', 'jim', 'carrey', 'irene']",neu
"['#nw', 'kung', 'fu', 'panda', 'dnt', 'judge', 'like', 'animated', 'movie', 'plus', 'one', 'shit']",pos
"['mta', 'agent', 'card', 'damanged', 'since', 'yesterday', 'morning', 'used', 'last', 'night', 'mta', 'no', 'did not']",neu
"['rainy', 'day', 'got', 'alot', 'done', 'tho', 'registration', 'tmrw', 'morning', 'rdy', 'eat', 'din', 'watch', 'son', 'anarchy', 'can not', 'wait', 'new', 'season', '#stoked']",pos
"['absolutely', 'gutted', 'wish', 'watch', 'rt', 'lloyd', 'robertson', 'set', 'end', 'run', 'national', 'news', 'anchor', 'tonight']",neg
"['saw', 'okay', 'movie', 'friday', 'night', 'rise', 'planet', 'ape', 'still', 'like', 'conquest']",pos
"['almost', 'year', 'career', 'lloyd', 'robertson', 'broadcast', 'last', 'sept', 'join', 'u', 'next']",pos
"['want', 'see', 'sunday', 'true', 'blood', 'eric', 'eric', 'eric', 'naked', 'eric', 'pam', 'mention', 'eric']",pos
"['da', 'end', 'da', 'night', 'no', 'girl', 'roll', 'da', 'mta', 'long', 'can', 'afford']",pos
"['i am', 'going', 'opeth', 'apolo', 'barcelona', 'spain', 'nov']",neu
"['laugh', 'death', 'lol', 'do not', 'trust', 'translation', 'google', 'anymore', 'it is', 'full', 'error', 'btw', 'u', 'played', 'truant', 'today']",neg
"['jealous', 'ridiculous', 'adventure', 'tonight', 'just', 'sit', 'home', 'watching', 'big', 'brother']",neg
"['pavol', 'demitra', 'blue', 'scoring', 'time', 'point', 'game', 'lady', 'byng', 'trophy', 'star', 'game', 'season']",neu
"['do not', 'forget', 'look', 'audience', 'celebrity', 'juice', 'tonight', 'bangtidy']",pos
"['safe', 'mode', 'networking', 'no', 'internet', 'troubleshooting', 'bsod', 'window', 'may', 'come', 'back', 'later', 'm', '...']",neu
"['rt', 'former', ""nhl'er"", 'pavol', 'demitra', 'among', 'dead', 'russian', 'plane', 'crash', 'earlier', 'today']",neu
"['rt', 'steve', 'williams', 'just', 'threw', 'tiger', 'wood', 'bus', 'win', 'w', 'adam', 'scott', 'today', 'yr', 'win', '...']",neu
"['looking', 'forward', 'new', 'jersey', 'shore', 'starting', 'tonight', 'started', 'ireland', 'yet', 'tweeps', 'think', '#jerseyshore']",pos
"['caught', 'true', 'blood', 'love', '...', 'now', 'time', 'bed', 'night', 'peep', '..', 'safe', 'tonight', 'happy']",pos
"['watched', 'last', 'week is', 'jersey', 'shore', 'last', 'night', 'put', 'head', 'wall', 'seriously', 'crazy', 'atleast', 'ronnie', 'did not']",neg
"['rt', 'revisit', 'madonna', 'studio', 'album', 'rumor', 'update', 'several', 'rumor', 'regarding', 'new', 'madonna', '...', '...']",neu
"['just', 'case', 'need', 'inspiration', 'today', 'steve', 'job', 'stanford', 'commencement', 'address', 'via']",pos
"['rt', 'lol', 'imma', 'real', 'madrid', 'fan', 'dont', 'want', 'barca', 'win', ':d', 'can', 'see', 'barca', 'winning', 'crap', 'haha', 'c amon', 'real', 'f', '...']",neu
"['today', 'learned', 'new', 'deus', 'ex', 'game', 'set', 'detroit']",neu
"['anyone', 'planning', 'watching', 'teen', 'choice', 'award', 'tonight', 'spoiler', 'alert', 'winner', 'justin', 'bieber', 'twilight']",pos
"['excited', 'go', 'see', 'rise', 'planet', 'ape', 'tonight']",pos
"['rt', 'time', '#musicmonday', '..', 'today is', 'choice', 'pj', 'harvey', 'dark', 'place', 'album', 'let', 'england', 'shake', '...']",neu
"['went', 'see', 'rise', 'planet', 'ape', 'tonight', 'pretty', 'dope', 'give', 'banana']",pos
"['just', 'google', 'apps', 'email', 'just', 'plain', 'slow', 'today']",neg
"['yes', 'rt', 'kung', 'fu', 'panda', 'indonesian', 'subtitle', 'tentatively', 'scheduled', 'open', 'tues', 'august', 'isk']",neu
"['ice', 'cube', 'come', 'last', 'friday', 'everybody', 'mike', 'epps', 'kat', 'williams', 'smokey', 'big', 'worm', 'kevin', 'hart', 'everybody', 'else', '...']",neu
"['today', 'it is', 'tablet', 'pc', 'here is', 'guide', 'window', 'operating', 'system']",neu
"['what is', 'annoying', 'one', 'pre-ordered', 'just', 'came', 'today', '...', 'steve', 'job', 'just', 'looted', 'card']",neg
"['verizon is', 'limit', 'may', 'droid', 'bionic is', 'achilles', 'heel', 'gotta', 'mobile', '#verizon', '#phone']",neu
"['win', 'either', 'metronomy', 'everything', 'everything', 'pj', 'harvey', 'satisfactory', 'outcome', 'tonight is', 'mercury', 'award']",pos
"['learn', 'google', 'analytic', 'today', '...', 'hope', 'does not', 'get', 'technical', 'looking', 'forward', 'though']",pos
"['go', 'see', 'help', 'can not', 'wait', 'final', 'destination', 'friday']",pos
"['tonight is', 'wwe', 'raw', 'take', 'place', 'hp', 'pavilion', 'san', 'jose', 'california', 'confirmed', 'tonight is', 'summerslam', '...']",neu
"['latest', 'steelers', 'polamalu', 'agree', 'four-year', 'deal', 'pittsburgh', 'steelers', 'agreed', 'term', 'saturday', 'troy', 'p', '...']",neu
"['rt', 'rt', 'former', 'teammate', 'pavol', 'demitra', 'reflect', 'fallen', 'friend', 'lokomotiv', 'plane', 'crash', 'russia', '...']",neu
"['good', 'morning', 'america', 'nicki', 'minaj', 'great', 'perform', 'moment', 'life', '#nickiminaj']",pos
"['quiet', 'story-wise', 'morning', 'email', 'yammer', 'activity', 'alert', 'pj', 'harvey', 'ticket', 'going', 'sale']",neu
"['idk', 'danger', 'whip', 'full', 'w', 'deal', 'weapon', 'beyonce', 'new', 'cd', 'night', 'almost', 'killed', 'im', 'self', 'preservation', 'bro']",neg
"['found', 'high', 'school', 'musical', 'netflix', '...', 'may', 'may', 'not', 'watching', 'wish']",neu
"['madonna', 'released', 'holiday', 'single', 'madonna', 'first', 'album', 'madonna', 'song', 'enter', 'billboard', 'hot']",pos
"['rt', 'conrad', 'murray', 'claim', 'mj', 'unable', 'sleep', 'entire', 'morning', 'yet', 'murray', 'phone', 'am--does', '...']",neg
"['child', 'like', 'excitement', 'building', 'ahead', '#rwc', 'think', 'team', 'going', 'tonga', '#loveabitofbiff']",pos
"['yassss', 'deus', 'ex', 'actually', 'august', 'that is', 'brightened', 'day', 'bit', 'happy']",pos
"['must', 'get', 'work', 'done', 'ahead', 'cleaning', 'house', 'can', 'night', 'son', 'anarchy']",pos
"['does not', 'come', 'september', 'i am', 'suing', 'steve', 'job', '...', 'can not', 'put', 'motorola', 'razr', 'much', 'longer', '..']",neg
"['rt', 'sold', 'tonight', 'charlie', 'sheen is', 'cake', 'party', 'marco', 'hanna', 'live', 'dudu', 'sax']",pos
"['want', 'see', 'eb', 'idk', 'do not', 'look', 'good', 'guess', 'ill', 'call', 'netflix', 'night']",neg
"['dreaming', 'vampire', 'diary', 'last', 'night', 'galing']",neu
"['conrad', 'murray is', 'trial', 'set', 'september', 'will', 'shown', 'live', 'television', 'watching', '#justiceformj']",neu
"['cbb', 'final', 'celebrity', 'juice', 'hollyoaks', 'hollyoaks', 'later', 'tonight', 'woo']",pos
"['yer', 'take', 'son', 'first', 'day', 'big', 'school', 'it is', 'google', 'analytics', 'training', 'night']",neu
"['every', 'tweet', 'see', 'tomorrow', 'jersey', 'shore', 'im', 'tweeting', 'time', 'nfl', 'season', 'opener']",neu
"['rt', 'mantra', 'republican', 'democrat', 'today', 'do not', 'like', 'plan', 'plan']",neu
"['devo', 'brown', 'thanks', 'another', 'great', 'night', 'everyone', 'do not', 'forget', 'tomorrow', 'roz', 'mocha', 'speak', 'lloyd', 'robertson', 'jason', 'priestley']",pos
"['getting', 'slowly', 'mate', 'seen', 'riot', 'london', 'tonight', 'just', 'noticed', 'not', 'even', 'drunk']",neu
"['#nowplaying', 'elvis', 'presley', 'love', 'tender', 'just', 'good', 'version', 'solus', 'cardiff', 'november']",pos
"['tepco', 'un', 'chief', 'japan', 'nuclear', 'crisis', 'simmer', 'un', 'chief', 'ban', 'ki-moon', 'arrived', 'japan', 'sunday', 'pl', '...']",neu
"['final', 'report', 'raven', 'v', 'steelers', 'tomorrow', 'regular', 'season', 'begin', 'steelers', 'face', 'o', '...']",neu
"['world', 'union', 'several', 'opera', 'singer', 'rugby', 'world', 'cup', 'will', 'available', 'august', 'september']",neu
"['might', 'artist', 'tend', 'get', 'knocked', 'week', 'unless', 'they are', 'gaga', 'beyonce', 'something', 'haha', 'x']",neu
"['boise', 'state', 'may', 'make', 'brandon', 'boykin is', 'day', 'via', '#uga', '#dawgs', '#boise', '#georgia', '#bulldogs']",neu
"['there is', 'bit', 'pj', 'harvey', 'going', 'today']",neu
"['can not', 'wait', 'tomorrow', 'night', 'no', 'not', 'bc', 'jersey', 'shore', 'bc', 'it is', 'first', 'official', 'game', 'nfl', 'season']",pos
"['real', 'madrid', 'signed', 'seven-year-old', 'argentine', 'boy', 'spokesman', 'club', 'confirmed', 'monday']",neu
"['wake', 'morning', 'sleep', 'keep', 'watching', 'jersey', 'shore', 'sleep', 'nah', 'think', 'i will', 'stay', ':d']",pos
"['droid', 'bionic', 'pop', 'motorola', 'site', 'look', 'set', 'september', 'release', 'leaked', 'ad', 'blurry', 'photo', '...']",neg
"['see', 'nokia', 'tomorrow', 'it will', 'like', 'real', 'consumer', 'tech', 'dude', 'also', 'event', 'new', 'winning', 'store']",pos
